Level,DivNum,DivisionName,Subject,Subgroup,20132014PassRate,20142015PassRate,20152016PassRate
Div,86,Smyth County ,Mathematics,Black,56,63,58
Div,86,Smyth County ,Science,Black,72,70,67
Div,86,Smyth County ,English: Reading,Hispanic,65,72,77
Div,86,Smyth County ,English: Writing,Hispanic,64,28,60
Div,86,Smyth County ,History and Social Sciences,Hispanic,79,93,87
Div,86,Smyth County ,Mathematics,Hispanic,63,71,76
Div,86,Smyth County ,Science,Hispanic,72,74,76
Div,86,Smyth County ,English: Reading,Limited English Proficient,<,69,69
Div,86,Smyth County ,English: Writing,Limited English Proficient,<,<,<
Div,86,Smyth County ,History and Social Sciences,Limited English Proficient,<,<,90
Div,86,Smyth County ,Mathematics,Limited English Proficient,<,69,95
Div,86,Smyth County ,Science,Limited English Proficient,<,<,<
Div,86,Smyth County ,English: Reading,Male,71,75,78
Div,86,Smyth County ,English: Writing,Male,59,56,59
Div,86,Smyth County ,History and Social Sciences,Male,84,86,86
Div,86,Smyth County ,Mathematics,Male,67,72,76
Div,86,Smyth County ,Science,Male,77,82,82
Div,86,Smyth County ,English: Reading,Students with Disabilities,48,47,51
Div,86,Smyth County ,English: Writing,Students with Disabilities,34,25,36
Div,86,Smyth County ,History and Social Sciences,Students with Disabilities,54,55,58
Div,86,Smyth County ,Mathematics,Students with Disabilities,38,40,46
Div,86,Smyth County ,Science,Students with Disabilities,47,53,58
Div,86,Smyth County ,English: Reading,White,74,78,80
Div,86,Smyth County ,English: Writing,White,67,67,67
Div,86,Smyth County ,History and Social Sciences,White,83,85,85
Div,86,Smyth County ,Mathematics,White,70,74,78
Div,86,Smyth County ,Science,White,77,84,82
Div,87,Southampton County ,English: Reading,All Students,67,77,79
Div,87,Southampton County ,English: Writing,All Students,70,78,86
Div,87,Southampton County ,History and Social Sciences,All Students,81,91,90
Div,87,Southampton County ,Mathematics,All Students,75,85,86
Div,87,Southampton County ,Science,All Students,75,80,88
Div,87,Southampton County ,English: Reading,Asian,<,<,<
Div,87,Southampton County ,English: Writing,Asian,<,<,<
Div,87,Southampton County ,History and Social Sciences,Asian,100,<,<
Div,87,Southampton County ,Mathematics,Asian,70,<,<
Div,87,Southampton County ,Science,Asian,<,<,<
Div,87,Southampton County ,English: Reading,Economically Disadvantaged,53,66,70
Div,87,Southampton County ,English: Writing,Economically Disadvantaged,56,60,76
Div,87,Southampton County ,History and Social Sciences,Economically Disadvantaged,70,85,86
Div,87,Southampton County ,Mathematics,Economically Disadvantaged,65,79,81
Div,87,Southampton County ,Science,Economically Disadvantaged,64,70,83
Div,87,Southampton County ,English: Reading,Female,69,78,80
Div,87,Southampton County ,English: Writing,Female,76,84,91
Div,87,Southampton County ,History and Social Sciences,Female,78,90,91
Div,87,Southampton County ,Mathematics,Female,77,87,88
Div,87,Southampton County ,Science,Female,73,79,89
Div,87,Southampton County ,English: Reading,Black,49,65,68
Div,87,Southampton County ,English: Writing,Black,55,65,78
Div,87,Southampton County ,History and Social Sciences,Black,69,86,84
Div,87,Southampton County ,Mathematics,Black,64,79,79
Div,87,Southampton County ,Science,Black,59,68,77
Div,87,Southampton County ,English: Reading,Hispanic,67,70,86
Div,87,Southampton County ,English: Writing,Hispanic,67,<,<
Div,87,Southampton County ,History and Social Sciences,Hispanic,82,87,100
Div,87,Southampton County ,Mathematics,Hispanic,78,74,88
Div,87,Southampton County ,Science,Hispanic,82,82,100
Div,87,Southampton County ,History and Social Sciences,Limited English Proficient,,,<
Div,87,Southampton County ,Mathematics,Limited English Proficient,,,<
Div,87,Southampton County ,Science,Limited English Proficient,,,<
Div,87,Southampton County ,English: Reading,Male,64,77,77
Div,87,Southampton County ,English: Writing,Male,64,73,81
Div,87,Southampton County ,History and Social Sciences,Male,83,93,90
Div,87,Southampton County ,Mathematics,Male,73,84,84
Div,87,Southampton County ,Science,Male,77,81,87
Div,87,Southampton County ,English: Reading,Students with Disabilities,27,39,51
Div,87,Southampton County ,English: Writing,Students with Disabilities,32,35,62
Div,87,Southampton County ,History and Social Sciences,Students with Disabilities,42,65,66
Div,87,Southampton County ,Mathematics,Students with Disabilities,33,48,54
Div,87,Southampton County ,Science,Students with Disabilities,41,48,68
Div,87,Southampton County ,English: Reading,White,79,87,86
Div,87,Southampton County ,English: Writing,White,81,87,91
Div,87,Southampton County ,History and Social Sciences,White,88,95,94
Div,87,Southampton County ,Mathematics,White,82,90,91
Div,87,Southampton County ,Science,White,86,89,95
Div,88,Spotsylvania County ,English: Reading,All Students,74,78,79
Div,88,Spotsylvania County ,English: Writing,All Students,74,78,76
Div,88,Spotsylvania County ,History and Social Sciences,All Students,82,85,84
Div,88,Spotsylvania County ,Mathematics,All Students,73,80,80
Div,88,Spotsylvania County ,Science,All Students,79,82,82
Div,88,Spotsylvania County ,English: Reading,Asian,83,87,88
Div,88,Spotsylvania County ,English: Writing,Asian,80,91,83
Div,88,Spotsylvania County ,History and Social Sciences,Asian,89,93,92
Div,88,Spotsylvania County ,Mathematics,Asian,87,90,90
Div,88,Spotsylvania County ,Science,Asian,87,88,89
Div,88,Spotsylvania County ,English: Reading,Economically Disadvantaged,60,66,66
Div,88,Spotsylvania County ,English: Writing,Economically Disadvantaged,59,64,62
Div,88,Spotsylvania County ,History and Social Sciences,Economically Disadvantaged,70,74,72
Div,88,Spotsylvania County ,Mathematics,Economically Disadvantaged,61,69,69
Div,88,Spotsylvania County ,Science,Economically Disadvantaged,66,68,69
Div,88,Spotsylvania County ,English: Reading,Female,78,82,83
Div,88,Spotsylvania County ,English: Writing,Female,81,84,82
Div,88,Spotsylvania County ,History and Social Sciences,Female,81,85,83
Div,88,Spotsylvania County ,Mathematics,Female,75,82,82
Div,88,Spotsylvania County ,Science,Female,79,82,82
Div,88,Spotsylvania County ,English: Reading,Black,62,67,68
Div,88,Spotsylvania County ,English: Writing,Black,63,66,65
Div,88,Spotsylvania County ,History and Social Sciences,Black,72,77,75
Div,88,Spotsylvania County ,Mathematics,Black,61,70,70
Div,88,Spotsylvania County ,Science,Black,66,69,70
Div,88,Spotsylvania County ,English: Reading,Hispanic,65,72,72
Div,88,Spotsylvania County ,English: Writing,Hispanic,72,74,71
Div,88,Spotsylvania County ,History and Social Sciences,Hispanic,77,81,79
Div,88,Spotsylvania County ,Mathematics,Hispanic,68,76,76
Div,88,Spotsylvania County ,Science,Hispanic,73,74,75
Div,88,Spotsylvania County ,English: Reading,Limited English Proficient,46,51,51
Div,88,Spotsylvania County ,English: Writing,Limited English Proficient,50,47,42
Div,88,Spotsylvania County ,History and Social Sciences,Limited English Proficient,63,63,60
Div,88,Spotsylvania County ,Mathematics,Limited English Proficient,54,63,63
Div,88,Spotsylvania County ,Science,Limited English Proficient,51,42,46
Div,88,Spotsylvania County ,English: Reading,Male,70,75,76
Div,88,Spotsylvania County ,English: Writing,Male,67,73,70
Div,88,Spotsylvania County ,History and Social Sciences,Male,83,85,85
Div,88,Spotsylvania County ,Mathematics,Male,71,77,78
Div,88,Spotsylvania County ,Science,Male,80,82,82
Div,88,Spotsylvania County ,English: Reading,Students with Disabilities,39,42,44
Div,88,Spotsylvania County ,English: Writing,Students with Disabilities,29,34,30
Div,88,Spotsylvania County ,History and Social Sciences,Students with Disabilities,50,49,50
Div,88,Spotsylvania County ,Mathematics,Students with Disabilities,37,46,48
Div,88,Spotsylvania County ,Science,Students with Disabilities,43,46,49
Div,88,Spotsylvania County ,English: Reading,White,78,83,84
Div,88,Spotsylvania County ,English: Writing,White,77,82,80
Div,88,Spotsylvania County ,History and Social Sciences,White,86,88,87
Div,88,Spotsylvania County ,Mathematics,White,77,83,84
Div,88,Spotsylvania County ,Science,White,84,87,87
Div,89,Stafford County ,English: Reading,All Students,78,83,82
Div,89,Stafford County ,English: Writing,All Students,77,81,81
Div,89,Stafford County ,History and Social Sciences,All Students,87,89,89
Div,89,Stafford County ,Mathematics,All Students,80,84,83
Div,89,Stafford County ,Science,All Students,84,87,86
Div,89,Stafford County ,English: Reading,Asian,85,86,87
Div,89,Stafford County ,English: Writing,Asian,86,88,84
Div,89,Stafford County ,History and Social Sciences,Asian,93,94,95
Div,89,Stafford County ,Mathematics,Asian,90,91,90
Div,89,Stafford County ,Science,Asian,88,89,87
Div,89,Stafford County ,English: Reading,Economically Disadvantaged,63,70,69
Div,89,Stafford County ,English: Writing,Economically Disadvantaged,60,67,66
Div,89,Stafford County ,History and Social Sciences,Economically Disadvantaged,75,78,80
Div,89,Stafford County ,Mathematics,Economically Disadvantaged,68,74,72
Div,89,Stafford County ,Science,Economically Disadvantaged,68,75,73
Div,89,Stafford County ,English: Reading,Female,81,86,85
Div,89,Stafford County ,English: Writing,Female,83,86,86
Div,89,Stafford County ,History and Social Sciences,Female,86,89,88
Div,89,Stafford County ,Mathematics,Female,82,86,85
Div,89,Stafford County ,Science,Female,84,87,86
Div,89,Stafford County ,English: Reading,Black,68,74,73
Div,89,Stafford County ,English: Writing,Black,66,70,72
Div,89,Stafford County ,History and Social Sciences,Black,79,83,82
Div,89,Stafford County ,Mathematics,Black,71,77,74
Div,89,Stafford County ,Science,Black,73,77,75
Div,89,Stafford County ,English: Reading,Hispanic,72,78,76
Div,89,Stafford County ,English: Writing,Hispanic,72,74,77
Div,89,Stafford County ,History and Social Sciences,Hispanic,83,86,87
Div,89,Stafford County ,Mathematics,Hispanic,77,80,78
Div,89,Stafford County ,Science,Hispanic,78,81,79
Div,89,Stafford County ,English: Reading,Limited English Proficient,62,68,61
Div,89,Stafford County ,English: Writing,Limited English Proficient,62,63,58
Div,89,Stafford County ,History and Social Sciences,Limited English Proficient,76,78,79
Div,89,Stafford County ,Mathematics,Limited English Proficient,71,75,70
Div,89,Stafford County ,Science,Limited English Proficient,68,73,62
Div,89,Stafford County ,English: Reading,Male,75,79,79
Div,89,Stafford County ,English: Writing,Male,71,76,76
Div,89,Stafford County ,History and Social Sciences,Male,88,90,89
Div,89,Stafford County ,Mathematics,Male,79,83,81
Div,89,Stafford County ,Science,Male,85,87,85
Div,89,Stafford County ,English: Reading,Students with Disabilities,45,46,48
Div,89,Stafford County ,English: Writing,Students with Disabilities,36,43,42
Div,89,Stafford County ,History and Social Sciences,Students with Disabilities,59,61,66
Div,89,Stafford County ,Mathematics,Students with Disabilities,48,53,56
Div,89,Stafford County ,Science,Students with Disabilities,51,56,56
Div,89,Stafford County ,English: Reading,White,83,87,87
Div,89,Stafford County ,English: Writing,White,80,86,85
Div,89,Stafford County ,History and Social Sciences,White,90,92,91
Div,89,Stafford County ,Mathematics,White,84,88,87
Div,89,Stafford County ,Science,White,88,91,91
Div,126,Staunton City ,English: Reading,All Students,65,74,74
Div,126,Staunton City ,English: Writing,All Students,72,72,69
Div,126,Staunton City ,History and Social Sciences,All Students,77,78,80
Div,126,Staunton City ,Mathematics,All Students,70,73,77
Div,126,Staunton City ,Science,All Students,82,79,80
Div,126,Staunton City ,English: Reading,Asian,<,83,<
Div,126,Staunton City ,English: Writing,Asian,<,<,<
Div,126,Staunton City ,History and Social Sciences,Asian,81,90,<
Div,126,Staunton City ,Mathematics,Asian,90,90,90
Div,126,Staunton City ,Science,Asian,80,90,<
Div,126,Staunton City ,English: Reading,Economically Disadvantaged,53,65,65
Div,126,Staunton City ,English: Writing,Economically Disadvantaged,60,61,58
Div,126,Staunton City ,History and Social Sciences,Economically Disadvantaged,66,68,73
Div,126,Staunton City ,Mathematics,Economically Disadvantaged,59,65,70
Div,126,Staunton City ,Science,Economically Disadvantaged,70,70,70
Div,126,Staunton City ,English: Reading,Female,68,77,77
Div,126,Staunton City ,English: Writing,Female,77,77,73
Div,126,Staunton City ,History and Social Sciences,Female,75,78,79
Div,126,Staunton City ,Mathematics,Female,74,74,78
Div,126,Staunton City ,Science,Female,82,79,80
Div,126,Staunton City ,English: Reading,Black,45,56,58
Div,126,Staunton City ,English: Writing,Black,49,58,57
Div,126,Staunton City ,History and Social Sciences,Black,60,62,63
Div,126,Staunton City ,Mathematics,Black,50,60,61
Div,126,Staunton City ,Science,Black,66,62,63
Div,126,Staunton City ,English: Reading,Hispanic,51,71,68
Div,126,Staunton City ,English: Writing,Hispanic,71,42,58
Div,126,Staunton City ,History and Social Sciences,Hispanic,75,71,72
Div,126,Staunton City ,Mathematics,Hispanic,54,67,75
Div,126,Staunton City ,Science,Hispanic,76,73,68
Div,126,Staunton City ,English: Reading,Limited English Proficient,42,43,39
Div,126,Staunton City ,English: Writing,Limited English Proficient,<,<,<
Div,126,Staunton City ,History and Social Sciences,Limited English Proficient,55,54,54
Div,126,Staunton City ,Mathematics,Limited English Proficient,67,52,63
Div,126,Staunton City ,Science,Limited English Proficient,46,50,46
Div,126,Staunton City ,English: Reading,Male,62,71,71
Div,126,Staunton City ,English: Writing,Male,68,68,64
Div,126,Staunton City ,History and Social Sciences,Male,79,78,80
Div,126,Staunton City ,Mathematics,Male,66,72,75
Div,126,Staunton City ,Science,Male,81,79,79
Div,126,Staunton City ,English: Reading,Students with Disabilities,23,35,36
Div,126,Staunton City ,English: Writing,Students with Disabilities,34,28,34
Div,126,Staunton City ,History and Social Sciences,Students with Disabilities,39,37,50
Div,126,Staunton City ,Mathematics,Students with Disabilities,33,30,43
Div,126,Staunton City ,Science,Students with Disabilities,47,36,38
Div,126,Staunton City ,English: Reading,White,72,80,79
Div,126,Staunton City ,English: Writing,White,79,80,74
Div,126,Staunton City ,History and Social Sciences,White,82,83,84
Div,126,Staunton City ,Mathematics,White,77,76,81
Div,126,Staunton City ,Science,White,87,84,85
Div,127,Suffolk City ,English: Reading,All Students,66,74,75
Div,127,Suffolk City ,English: Writing,All Students,68,71,72
Div,127,Suffolk City ,History and Social Sciences,All Students,82,84,81
Div,127,Suffolk City ,Mathematics,All Students,69,75,77
Div,127,Suffolk City ,Science,All Students,79,78,80
Div,127,Suffolk City ,English: Reading,Asian,85,91,88
Div,127,Suffolk City ,English: Writing,Asian,82,87,88
Div,127,Suffolk City ,History and Social Sciences,Asian,97,97,98
Div,127,Suffolk City ,Mathematics,Asian,93,94,97
Div,127,Suffolk City ,Science,Asian,90,94,98
Div,127,Suffolk City ,English: Reading,Economically Disadvantaged,52,61,63
Div,127,Suffolk City ,English: Writing,Economically Disadvantaged,54,59,60
Div,127,Suffolk City ,History and Social Sciences,Economically Disadvantaged,71,74,71
Div,127,Suffolk City ,Mathematics,Economically Disadvantaged,58,66,67
Div,127,Suffolk City ,Science,Economically Disadvantaged,67,66,70
Div,127,Suffolk City ,English: Reading,Female,71,77,78
Div,127,Suffolk City ,English: Writing,Female,74,77,77
Div,127,Suffolk City ,History and Social Sciences,Female,81,84,81
Div,127,Suffolk City ,Mathematics,Female,72,78,79
Div,127,Suffolk City ,Science,Female,77,78,81
Div,127,Suffolk City ,English: Reading,Black,58,66,66
Div,127,Suffolk City ,English: Writing,Black,60,64,65
Div,127,Suffolk City ,History and Social Sciences,Black,75,78,74
Div,127,Suffolk City ,Mathematics,Black,62,69,70
Div,127,Suffolk City ,Science,Black,70,70,73
Div,127,Suffolk City ,English: Reading,Hispanic,72,85,84
Div,127,Suffolk City ,English: Writing,Hispanic,74,79,70
Div,127,Suffolk City ,History and Social Sciences,Hispanic,86,91,89
Div,127,Suffolk City ,Mathematics,Hispanic,79,85,85
Div,127,Suffolk City ,Science,Hispanic,86,89,84
Div,127,Suffolk City ,English: Reading,Limited English Proficient,50,46,62
Div,127,Suffolk City ,English: Writing,Limited English Proficient,46,<,<
Div,127,Suffolk City ,History and Social Sciences,Limited English Proficient,72,60,83
Div,127,Suffolk City ,Mathematics,Limited English Proficient,70,76,83
Div,127,Suffolk City ,Science,Limited English Proficient,68,41,45
Div,127,Suffolk City ,English: Reading,Male,62,71,72
Div,127,Suffolk City ,English: Writing,Male,62,66,67
Div,127,Suffolk City ,History and Social Sciences,Male,82,83,81
Div,127,Suffolk City ,Mathematics,Male,67,73,74
Div,127,Suffolk City ,Science,Male,80,78,80
Div,127,Suffolk City ,English: Reading,Students with Disabilities,28,35,37
Div,127,Suffolk City ,English: Writing,Students with Disabilities,30,32,37
Div,127,Suffolk City ,History and Social Sciences,Students with Disabilities,44,49,51
Div,127,Suffolk City ,Mathematics,Students with Disabilities,34,40,44
Div,127,Suffolk City ,Science,Students with Disabilities,42,41,44
Div,127,Suffolk City ,English: Reading,White,78,84,86
Div,127,Suffolk City ,English: Writing,White,77,82,83
Div,127,Suffolk City ,History and Social Sciences,White,90,91,90
Div,127,Suffolk City ,Mathematics,White,79,83,84
Div,127,Suffolk City ,Science,White,90,88,92
Div,90,Surry County ,English: Reading,All Students,67,74,77
Div,90,Surry County ,English: Writing,All Students,73,76,71
Div,90,Surry County ,History and Social Sciences,All Students,81,78,79
Div,90,Surry County ,Mathematics,All Students,73,80,78
Div,90,Surry County ,Science,All Students,73,79,79
Div,90,Surry County ,English: Reading,Asian,<,,
Div,90,Surry County ,History and Social Sciences,Asian,<,,<
Div,90,Surry County ,Mathematics,Asian,<,,<
Div,90,Surry County ,Science,Asian,<,,
Div,90,Surry County ,English: Reading,Economically Disadvantaged,61,72,70
Div,90,Surry County ,English: Writing,Economically Disadvantaged,66,71,63
Div,90,Surry County ,History and Social Sciences,Economically Disadvantaged,76,73,73
Div,90,Surry County ,Mathematics,Economically Disadvantaged,68,77,72
Div,90,Surry County ,Science,Economically Disadvantaged,66,74,73
Div,90,Surry County ,English: Reading,Female,70,79,82
Div,90,Surry County ,English: Writing,Female,79,79,77
Div,90,Surry County ,History and Social Sciences,Female,83,79,79
Div,90,Surry County ,Mathematics,Female,77,84,81
Div,90,Surry County ,Science,Female,75,80,81
Div,90,Surry County ,English: Reading,Black,63,72,77
Div,90,Surry County ,English: Writing,Black,69,73,64
Div,90,Surry County ,History and Social Sciences,Black,75,73,76
Div,90,Surry County ,Mathematics,Black,70,81,79
Div,90,Surry County ,Science,Black,67,73,74
Div,90,Surry County ,English: Reading,Hispanic,<,,<
Div,90,Surry County ,English: Writing,Hispanic,<,<,
Div,90,Surry County ,History and Social Sciences,Hispanic,<,,<
Div,90,Surry County ,Mathematics,Hispanic,<,,<
Div,90,Surry County ,Science,Hispanic,,,<
Div,90,Surry County ,English: Reading,Limited English Proficient,<,,<
Div,90,Surry County ,History and Social Sciences,Limited English Proficient,<,,<
Div,90,Surry County ,Mathematics,Limited English Proficient,<,,<
Div,90,Surry County ,Science,Limited English Proficient,<,,
Div,90,Surry County ,English: Reading,Male,63,70,72
Div,90,Surry County ,English: Writing,Male,65,74,65
Div,90,Surry County ,History and Social Sciences,Male,79,76,78
Div,90,Surry County ,Mathematics,Male,70,77,74
Div,90,Surry County ,Science,Male,70,77,77
Div,90,Surry County ,English: Reading,Students with Disabilities,34,29,32
Div,90,Surry County ,English: Writing,Students with Disabilities,29,28,27
Div,90,Surry County ,History and Social Sciences,Students with Disabilities,40,36,39
Div,90,Surry County ,Mathematics,Students with Disabilities,40,51,44
Div,90,Surry County ,Science,Students with Disabilities,34,46,43
Div,90,Surry County ,English: Reading,White,72,79,76
Div,90,Surry County ,English: Writing,White,77,81,87
Div,90,Surry County ,History and Social Sciences,White,89,85,83
Div,90,Surry County ,Mathematics,White,77,79,75
Div,90,Surry County ,Science,White,82,87,89
Div,91,Sussex County ,English: Reading,All Students,60,72,76
Div,91,Sussex County ,English: Writing,All Students,56,70,61
Div,91,Sussex County ,History and Social Sciences,All Students,74,85,86
Div,91,Sussex County ,Mathematics,All Students,56,75,81
Div,91,Sussex County ,Science,All Students,69,78,78
Div,91,Sussex County ,English: Reading,Asian,<,<,<
Div,91,Sussex County ,English: Writing,Asian,<,<,<
Div,91,Sussex County ,History and Social Sciences,Asian,<,<,<
Div,91,Sussex County ,Mathematics,Asian,<,<,<
Div,91,Sussex County ,Science,Asian,<,<,<
Div,91,Sussex County ,English: Reading,Economically Disadvantaged,59,71,73
Div,91,Sussex County ,English: Writing,Economically Disadvantaged,57,67,56
Div,91,Sussex County ,History and Social Sciences,Economically Disadvantaged,75,84,85
Div,91,Sussex County ,Mathematics,Economically Disadvantaged,55,73,79
Div,91,Sussex County ,Science,Economically Disadvantaged,68,77,75
Div,91,Sussex County ,English: Reading,Female,63,76,83
Div,91,Sussex County ,English: Writing,Female,62,74,65
Div,91,Sussex County ,History and Social Sciences,Female,74,87,84
Div,91,Sussex County ,Mathematics,Female,60,78,86
Div,91,Sussex County ,Science,Female,70,79,79
Div,91,Sussex County ,English: Reading,Black,60,72,75
Div,91,Sussex County ,English: Writing,Black,55,69,56
Div,91,Sussex County ,History and Social Sciences,Black,73,84,84
Div,91,Sussex County ,Mathematics,Black,54,74,81
Div,91,Sussex County ,Science,Black,65,77,78
Div,91,Sussex County ,English: Reading,Hispanic,64,75,79
Div,91,Sussex County ,English: Writing,Hispanic,<,<,<
Div,91,Sussex County ,History and Social Sciences,Hispanic,64,86,<
Div,91,Sussex County ,Mathematics,Hispanic,65,81,79
Div,91,Sussex County ,Science,Hispanic,64,69,<
Div,91,Sussex County ,English: Reading,Limited English Proficient,,<,<
Div,91,Sussex County ,History and Social Sciences,Limited English Proficient,,<,<
Div,91,Sussex County ,Mathematics,Limited English Proficient,,<,<
Div,91,Sussex County ,Science,Limited English Proficient,,<,<
Div,91,Sussex County ,English: Reading,Male,58,69,71
Div,91,Sussex County ,English: Writing,Male,51,67,59
Div,91,Sussex County ,History and Social Sciences,Male,73,83,87
Div,91,Sussex County ,Mathematics,Male,52,72,76
Div,91,Sussex County ,Science,Male,67,77,78
Div,91,Sussex County ,English: Reading,Students with Disabilities,25,28,37
Div,91,Sussex County ,English: Writing,Students with Disabilities,14,36,33
Div,91,Sussex County ,History and Social Sciences,Students with Disabilities,44,45,62
Div,91,Sussex County ,Mathematics,Students with Disabilities,18,45,46
Div,91,Sussex County ,Science,Students with Disabilities,39,35,36
Div,91,Sussex County ,English: Reading,White,62,73,80
Div,91,Sussex County ,English: Writing,White,57,71,74
Div,91,Sussex County ,History and Social Sciences,White,77,87,89
Div,91,Sussex County ,Mathematics,White,62,76,81
Div,91,Sussex County ,Science,White,80,86,81
Div,92,Tazewell County ,English: Reading,All Students,75,84,82
Div,92,Tazewell County ,English: Writing,All Students,71,80,79
Div,92,Tazewell County ,History and Social Sciences,All Students,85,87,87
Div,92,Tazewell County ,Mathematics,All Students,74,84,83
Div,92,Tazewell County ,Science,All Students,84,85,85
Div,92,Tazewell County ,English: Reading,Asian,89,97,100
Div,92,Tazewell County ,English: Writing,Asian,92,<,<
Div,92,Tazewell County ,History and Social Sciences,Asian,93,92,89
Div,92,Tazewell County ,Mathematics,Asian,87,97,94
Div,92,Tazewell County ,Science,Asian,95,94,93
Div,92,Tazewell County ,English: Reading,Economically Disadvantaged,65,77,75
Div,92,Tazewell County ,English: Writing,Economically Disadvantaged,59,68,67
Div,92,Tazewell County ,History and Social Sciences,Economically Disadvantaged,78,81,82
Div,92,Tazewell County ,Mathematics,Economically Disadvantaged,65,78,77
Div,92,Tazewell County ,Science,Economically Disadvantaged,75,78,79
Div,92,Tazewell County ,English: Reading,Female,79,87,85
Div,92,Tazewell County ,English: Writing,Female,76,86,87
Div,92,Tazewell County ,History and Social Sciences,Female,84,86,85
Div,92,Tazewell County ,Mathematics,Female,76,86,86
Div,92,Tazewell County ,Science,Female,83,84,85
Div,92,Tazewell County ,English: Reading,Black,67,75,79
Div,92,Tazewell County ,English: Writing,Black,66,47,58
Div,92,Tazewell County ,History and Social Sciences,Black,82,71,83
Div,92,Tazewell County ,Mathematics,Black,70,78,81
Div,92,Tazewell County ,Science,Black,72,74,74
Div,92,Tazewell County ,English: Reading,Hispanic,60,82,81
Div,92,Tazewell County ,English: Writing,Hispanic,<,<,<
Div,92,Tazewell County ,History and Social Sciences,Hispanic,50,70,92
Div,92,Tazewell County ,Mathematics,Hispanic,64,94,78
Div,92,Tazewell County ,Science,Hispanic,<,<,<
Div,92,Tazewell County ,English: Reading,Limited English Proficient,80,88,93
Div,92,Tazewell County ,English: Writing,Limited English Proficient,<,<,<
Div,92,Tazewell County ,History and Social Sciences,Limited English Proficient,92,<,100
Div,92,Tazewell County ,Mathematics,Limited English Proficient,93,96,97
Div,92,Tazewell County ,Science,Limited English Proficient,83,86,82
Div,92,Tazewell County ,English: Reading,Male,72,81,80
Div,92,Tazewell County ,English: Writing,Male,66,74,71
Div,92,Tazewell County ,History and Social Sciences,Male,86,88,89
Div,92,Tazewell County ,Mathematics,Male,73,82,81
Div,92,Tazewell County ,Science,Male,85,86,86
Div,92,Tazewell County ,English: Reading,Students with Disabilities,43,52,51
Div,92,Tazewell County ,English: Writing,Students with Disabilities,30,42,33
Div,92,Tazewell County ,History and Social Sciences,Students with Disabilities,60,59,62
Div,92,Tazewell County ,Mathematics,Students with Disabilities,42,52,51
Div,92,Tazewell County ,Science,Students with Disabilities,57,57,51
Div,92,Tazewell County ,English: Reading,White,76,84,82
Div,92,Tazewell County ,English: Writing,White,71,81,79
Div,92,Tazewell County ,History and Social Sciences,White,85,87,87
Div,92,Tazewell County ,Mathematics,White,74,84,83
Div,92,Tazewell County ,Science,White,84,85,86
Div,128,Virginia Beach City ,English: Reading,All Students,79,83,85
Div,128,Virginia Beach City ,English: Writing,All Students,75,80,81
Div,128,Virginia Beach City ,History and Social Sciences,All Students,85,88,88
Div,128,Virginia Beach City ,Mathematics,All Students,77,84,85
Div,128,Virginia Beach City ,Science,All Students,82,85,87
Div,128,Virginia Beach City ,English: Reading,Asian,86,90,91
Div,128,Virginia Beach City ,English: Writing,Asian,86,89,90
Div,128,Virginia Beach City ,History and Social Sciences,Asian,93,95,94
Div,128,Virginia Beach City ,Mathematics,Asian,90,94,94
Div,128,Virginia Beach City ,Science,Asian,91,93,94
Div,128,Virginia Beach City ,English: Reading,Economically Disadvantaged,68,74,76
Div,128,Virginia Beach City ,English: Writing,Economically Disadvantaged,60,68,69
Div,128,Virginia Beach City ,History and Social Sciences,Economically Disadvantaged,76,79,79
Div,128,Virginia Beach City ,Mathematics,Economically Disadvantaged,66,75,77
Div,128,Virginia Beach City ,Science,Economically Disadvantaged,70,74,78
Div,128,Virginia Beach City ,English: Reading,Female,82,86,87
Div,128,Virginia Beach City ,English: Writing,Female,81,84,86
Div,128,Virginia Beach City ,History and Social Sciences,Female,84,86,87
Div,128,Virginia Beach City ,Mathematics,Female,78,85,86
Div,128,Virginia Beach City ,Science,Female,82,85,87
Div,128,Virginia Beach City ,English: Reading,Black,65,69,72
Div,128,Virginia Beach City ,English: Writing,Black,58,66,66
Div,128,Virginia Beach City ,History and Social Sciences,Black,72,75,75
Div,128,Virginia Beach City ,Mathematics,Black,62,72,74
Div,128,Virginia Beach City ,Science,Black,65,69,73
Div,128,Virginia Beach City ,English: Reading,Hispanic,76,82,83
Div,128,Virginia Beach City ,English: Writing,Hispanic,71,77,80
Div,128,Virginia Beach City ,History and Social Sciences,Hispanic,84,87,87
Div,128,Virginia Beach City ,Mathematics,Hispanic,74,82,84
Div,128,Virginia Beach City ,Science,Hispanic,78,83,86
Div,128,Virginia Beach City ,English: Reading,Limited English Proficient,57,63,69
Div,128,Virginia Beach City ,English: Writing,Limited English Proficient,53,56,64
Div,128,Virginia Beach City ,History and Social Sciences,Limited English Proficient,74,78,78
Div,128,Virginia Beach City ,Mathematics,Limited English Proficient,75,82,82
Div,128,Virginia Beach City ,Science,Limited English Proficient,66,68,69
Div,128,Virginia Beach City ,English: Reading,Male,77,81,82
Div,128,Virginia Beach City ,English: Writing,Male,70,75,75
Div,128,Virginia Beach City ,History and Social Sciences,Male,87,89,88
Div,128,Virginia Beach City ,Mathematics,Male,76,83,84
Div,128,Virginia Beach City ,Science,Male,83,86,87
Div,128,Virginia Beach City ,English: Reading,Students with Disabilities,51,49,49
Div,128,Virginia Beach City ,English: Writing,Students with Disabilities,36,40,40
